1, 0, 701, 1051, 0, 1751, 2101, 0, 2801, 3151, 0, 3851, 4201, 0, 4901, 5251, 0, 5951, 6301, 0, 7001, 7351, 0, 8051, 8401, 0, 9101, 9451, 0, 10151, 10501, 0, 11201, 11551, 0, 12251, 12601, 0, 13301, 13651, 0, 14351, 14701, 0, 15401, 15751, 0, 16451, 16801, 0, 17501, 17851, 0, 18551, 18901, 0, 19601, 19951, 0, 20651, 21001, 0, 21701, 22051, 0, 22751, 23101, 0, 23801, 24151, 0, 24851, 25201, 0, 25901, 26251, 0, 26951, 27301, 0, 28001, 28351, 0, 29051, 29401, 0, 30101, 30451, 0, 31151, 31501, 0, 32201, 32551, 0, 33251, 33601, 0, 34301, 34651, 0, 35351, 35701, 0, 36401, 36751, 0, 37451, 37801, 0, 38501, 38851, 0, 39551, 39901, 0, 40601, 40951, 0, 41651, 42001, 0, 42701, 43051, 0, 43751, 44101, 0, 44801, 45151, 0, 45851, 46201, 0, 46901, 47251, 0, 47951, 48301, 0, 49001, 49351, 0, 50051, 50401, 0, 51101, 51451, 0, 52151, 52501, 0, 53201, 53551, 0, 54251, 54601, 0, 55301, 55651, 0, 56351, 56701, 0, 57401, 57751, 0, 58451, 58801, 0, 59501, 59851, 0, 60551, 60901, 0, 61601, 61951, 0, 62651, 63001, 0, 63701, 64051, 0, 64751, 65101, 0, 65801, 66151, 0, 66851, 67201, 0, 67901, 68251, 0, 68951, 69301, 0, 70001, 70351, 0, 71051, 71401, 0, 72101, 72451, 0, 73151, 73501, 0, 74201, 74551, 0, 75251, 75601, 0, 76301, 76651, 0, 77351, 77701, 0, 78401, 78751, 0, 79451, 79801, 0, 80501, 80851, 0, 81551, 81901, 0, 82601, 82951, 0, 83651, 84001, 0, 84701, 85051, 0, 85751, 86101, 0, 86801, 87151, 0, 87851, 88201, 0, 88901, 89251, 0, 89951, 90301, 0, 91001, 91351, 0, 92051, 92401, 0, 93101, 93451, 0, 94151, 94501, 0, 95201, 95551, 0, 96251, 96601, 0, 97301, 97651, 0, 98351, 98701, 0, 99401, 99751, 0, 100451, 100801, 0, 101501, 101851, 0, 102551, 102901, 0, 103601, 103951, 0, 104651, 105001, 0, 105701, 106051, 0, 106751, 107101, 0, 107801, 108151, 0, 108851, 109201, 0, 109901, 110251, 0, 110951, 111301, 0, 112001, 112351, 0, 113051, 113401, 0, 114101, 114451, 0, 115151, 115501, 0, 116201, 116551, 0, 117251, 117601, 0, 118301, 118651, 0, 119351, 119701, 0, 120401, 120751, 0, 121451, 121801, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 353, 703, 0, 1403, 1753, 0, 2453, 2803, 0, 3503, 3853, 0, 4553, 4903, 0, 5603, 5953, 0, 6653, 7003, 0, 7703, 8053, 0, 8753, 9103, 0, 9803, 10153, 0, 10853, 11203, 0, 11903, 12253, 0, 12953, 13303, 0, 14003, 14353, 0, 15053, 15403, 0, 16103, 16453, 0, 17153, 17503, 0, 18203, 18553, 0, 19253, 19603, 0, 20303, 20653, 0, 21353, 21703, 0, 22403, 22753, 0, 23453, 23803, 0, 24503, 24853, 0, 25553, 25903, 0, 26603, 26953, 0, 27653, 28003, 0, 28703, 29053, 0, 29753, 30103, 0, 30803, 31153, 0, 31853, 32203, 0, 32903, 33253, 0, 33953, 34303, 0, 35003, 35353, 0, 36053, 36403, 0, 37103, 37453, 0, 38153, 38503, 0, 39203, 39553, 0, 40253, 40603, 0, 41303, 41653, 0, 42353, 42703, 0, 43403, 43753, 0, 44453, 44803, 0, 45503, 45853, 0, 46553, 46903, 0, 47603, 47953, 0, 48653, 49003, 0, 49703, 50053, 0, 50753, 51103, 0, 51803, 52153, 0, 52853, 53203, 0, 53903, 54253, 0, 54953, 55303, 0, 56003, 56353, 0, 57053, 57403, 0, 58103, 58453, 0, 59153, 59503, 0, 60203, 60553, 0, 61253, 61603, 0, 62303, 62653, 0, 63353, 63703, 0, 64403, 64753, 0, 65453, 65803, 0, 66503, 66853, 0, 67553, 67903, 0, 68603, 68953, 0, 69653, 70003, 0, 70703, 71053, 0, 71753, 72103, 0, 72803, 73153, 0, 73853, 74203, 0, 74903, 75253, 0, 75953, 76303, 0, 77003, 77353, 0, 78053, 78403, 0, 79103, 79453, 0, 80153, 80503, 0, 81203, 81553, 0, 82253, 82603, 0, 83303, 83653, 0, 84353, 84703, 0, 85403, 85753, 0, 86453, 86803, 0, 87503, 87853, 0, 88553, 88903, 0, 89603, 89953, 0, 90653, 91003, 0, 91703, 92053, 0, 92753, 93103, 0, 93803, 94153, 0, 94853, 95203, 0, 95903, 96253, 0, 96953, 97303, 0, 98003, 98353, 0, 99053, 99403, 0, 100103, 100453, 0, 101153, 101503, 0, 102203, 102553, 0, 103253, 103603, 0, 104303, 104653, 0, 105353, 105703, 0, 106403, 106753, 0, 107453, 107803, 0, 108503, 108853, 0, 109553, 109903, 0, 110603, 110953, 0, 111653, 112003, 0, 112703, 113053, 0, 113753, 114103, 0, 114803, 115153, 0, 115853, 116203, 0, 116903, 117253, 0, 117953, 118303, 0, 119003, 119353, 0, 120053, 120403, 0, 121103, 121453, 0, 122153
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5, 355, 0, 1055, 1405, 0, 2105, 2455, 0, 3155, 3505, 0, 4205, 4555, 0, 5255, 5605, 0, 6305, 6655, 0, 7355, 7705, 0, 8405, 8755, 0, 9455, 9805, 0, 10505, 10855, 0, 11555, 11905, 0, 12605, 12955, 0, 13655, 14005, 0, 14705, 15055, 0, 15755, 16105, 0, 16805, 17155, 0, 17855, 18205, 0, 18905, 19255, 0, 19955, 20305, 0, 21005, 21355, 0, 22055, 22405, 0, 23105, 23455, 0, 24155, 24505, 0, 25205, 25555, 0, 26255, 26605, 0, 27305, 27655, 0, 28355, 28705, 0, 29405, 29755, 0, 30455, 30805, 0, 31505, 31855, 0, 32555, 32905, 0, 33605, 33955, 0, 34655, 35005, 0, 35705, 36055, 0, 36755, 37105, 0, 37805, 38155, 0, 38855, 39205, 0, 39905, 40255, 0, 40955, 41305, 0, 42005, 42355, 0, 43055, 43405, 0, 44105, 44455, 0, 45155, 45505, 0, 46205, 46555, 0, 47255, 47605, 0, 48305, 48655, 0, 49355, 49705, 0, 50405, 50755, 0, 51455, 51805, 0, 52505, 52855, 0, 53555, 53905, 0, 54605, 54955, 0, 55655, 56005, 0, 56705, 57055, 0, 57755, 58105, 0, 58805, 59155, 0, 59855, 60205, 0, 60905, 61255, 0, 61955, 62305, 0, 63005, 63355, 0, 64055, 64405, 0, 65105, 65455, 0, 66155, 66505, 0, 67205, 67555, 0, 68255, 68605, 0, 69305, 69655, 0, 70355, 70705, 0, 71405, 71755, 0, 72455, 72805, 0, 73505, 73855, 0, 74555, 74905, 0, 75605, 75955, 0, 76655, 77005, 0, 77705, 78055, 0, 78755, 79105, 0, 79805, 80155, 0, 80855, 81205, 0, 81905, 82255, 0, 82955, 83305, 0, 84005, 84355, 0, 85055, 85405, 0, 86105, 86455, 0, 87155, 87505, 0, 88205, 88555, 0, 89255, 89605, 0, 90305, 90655, 0, 91355, 91705, 0, 92405, 92755, 0, 93455, 93805, 0, 94505, 94855, 0, 95555, 95905, 0, 96605, 96955, 0, 97655, 98005, 0, 98705, 99055, 0, 99755, 100105, 0, 100805, 101155, 0, 101855, 102205, 0, 102905, 103255, 0, 103955, 104305, 0, 105005, 105355, 0, 106055, 106405, 0, 107105, 107455, 0, 108155, 108505, 0, 109205, 109555, 0, 110255, 110605, 0, 111305, 111655, 0, 112355, 112705, 0, 113405, 113755, 0, 114455, 114805, 0, 115505, 115855, 0, 116555, 116905, 0, 117605, 117955, 0, 118655, 119005, 0, 119705, 120055, 0, 120755, 121105, 0, 121805, 122155
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, 0, 707, 1057, 0, 1757, 2107, 0, 2807, 3157, 0, 3857, 4207, 0, 4907, 5257, 0, 5957, 6307, 0, 7007, 7357, 0, 8057, 8407, 0, 9107, 9457, 0, 10157, 10507, 0, 11207, 11557, 0, 12257, 12607, 0, 13307, 13657, 0, 14357, 14707, 0, 15407, 15757, 0, 16457, 16807, 0, 17507, 17857, 0, 18557, 18907, 0, 19607, 19957, 0, 20657, 21007, 0, 21707, 22057, 0, 22757, 23107, 0, 23807, 24157, 0, 24857, 25207, 0, 25907, 26257, 0, 26957, 27307, 0, 28007, 28357, 0, 29057, 29407, 0, 30107, 30457, 0, 31157, 31507, 0, 32207, 32557, 0, 33257, 33607, 0, 34307, 34657, 0, 35357, 35707, 0, 36407, 36757, 0, 37457, 37807, 0, 38507, 38857, 0, 39557, 39907, 0, 40607, 40957, 0, 41657, 42007, 0, 42707, 43057, 0, 43757, 44107, 0, 44807, 45157, 0, 45857, 46207, 0, 46907, 47257, 0, 47957, 48307, 0, 49007, 49357, 0, 50057, 50407, 0, 51107, 51457, 0, 52157, 52507, 0, 53207, 53557, 0, 54257, 54607, 0, 55307, 55657, 0, 56357, 56707, 0, 57407, 57757, 0, 58457, 58807, 0, 59507, 59857, 0, 60557, 60907, 0, 61607, 61957, 0, 62657, 63007, 0, 63707, 64057, 0, 64757, 65107, 0, 65807, 66157, 0, 66857, 67207, 0, 67907, 68257, 0, 68957, 69307, 0, 70007, 70357, 0, 71057, 71407, 0, 72107, 72457, 0, 73157, 73507, 0, 74207, 74557, 0, 75257, 75607, 0, 76307, 76657, 0, 77357, 77707, 0, 78407, 78757, 0, 79457, 79807, 0, 80507, 80857, 0, 81557, 81907, 0, 82607, 82957, 0, 83657, 84007, 0, 84707, 85057, 0, 85757, 86107, 0, 86807, 87157, 0, 87857, 88207, 0, 88907, 89257, 0, 89957, 90307, 0, 91007, 91357, 0, 92057, 92407, 0, 93107, 93457, 0, 94157, 94507, 0, 95207, 95557, 0, 96257, 96607, 0, 97307, 97657, 0, 98357, 98707, 0, 99407, 99757, 0, 100457, 100807, 0, 101507, 101857, 0, 102557, 102907, 0, 103607, 103957, 0, 104657, 105007, 0, 105707, 106057, 0, 106757, 107107, 0, 107807, 108157, 0, 108857, 109207, 0, 109907, 110257, 0, 110957, 111307, 0, 112007, 112357, 0, 113057, 113407, 0, 114107, 114457, 0, 115157, 115507, 0, 116207, 116557, 0, 117257, 117607, 0, 118307, 118657, 0, 119357, 119707, 0, 120407, 120757, 0, 121457, 121807, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 359, 709, 0, 1409, 1759, 0, 2459, 2809, 0, 3509, 3859, 0, 4559, 4909, 0, 5609, 5959, 0, 6659, 7009, 0, 7709, 8059, 0, 8759, 9109, 0, 9809, 10159, 0, 10859, 11209, 0, 11909, 12259, 0, 12959, 13309, 0, 14009, 14359, 0, 15059, 15409, 0, 16109, 16459, 0, 17159, 17509, 0, 18209, 18559, 0, 19259, 19609, 0, 20309, 20659, 0, 21359, 21709, 0, 22409, 22759, 0, 23459, 23809, 0, 24509, 24859, 0, 25559, 25909, 0, 26609, 26959, 0, 27659, 28009, 0, 28709, 29059, 0, 29759, 30109, 0, 30809, 31159, 0, 31859, 32209, 0, 32909, 33259, 0, 33959, 34309, 0, 35009, 35359, 0, 36059, 36409, 0, 37109, 37459, 0, 38159, 38509, 0, 39209, 39559, 0, 40259, 40609, 0, 41309, 41659, 0, 42359, 42709, 0, 43409, 43759, 0, 44459, 44809, 0, 45509, 45859, 0, 46559, 46909, 0, 47609, 47959, 0, 48659, 49009, 0, 49709, 50059, 0, 50759, 51109, 0, 51809, 52159, 0, 52859, 53209, 0, 53909, 54259, 0, 54959, 55309, 0, 56009, 56359, 0, 57059, 57409, 0, 58109, 58459, 0, 59159, 59509, 0, 60209, 60559, 0, 61259, 61609, 0, 62309, 62659, 0, 63359, 63709, 0, 64409, 64759, 0, 65459, 65809, 0, 66509, 66859, 0, 67559, 67909, 0, 68609, 68959, 0, 69659, 70009, 0, 70709, 71059, 0, 71759, 72109, 0, 72809, 73159, 0, 73859, 74209, 0, 74909, 75259, 0, 75959, 76309, 0, 77009, 77359, 0, 78059, 78409, 0, 79109, 79459, 0, 80159, 80509, 0, 81209, 81559, 0, 82259, 82609, 0, 83309, 83659, 0, 84359, 84709, 0, 85409, 85759, 0, 86459, 86809, 0, 87509, 87859, 0, 88559, 88909, 0, 89609, 89959, 0, 90659, 91009, 0, 91709, 92059, 0, 92759, 93109, 0, 93809, 94159, 0, 94859, 95209, 0, 95909, 96259, 0, 96959, 97309, 0, 98009, 98359, 0, 99059, 99409, 0, 100109, 100459, 0, 101159, 101509, 0, 102209, 102559, 0, 103259, 103609, 0, 104309, 104659, 0, 105359, 105709, 0, 106409, 106759, 0, 107459, 107809, 0, 108509, 108859, 0, 109559, 109909, 0, 110609, 110959, 0, 111659, 112009, 0, 112709, 113059, 0, 113759, 114109, 0, 114809, 115159, 0, 115859, 116209, 0, 116909, 117259, 0, 117959, 118309, 0, 119009, 119359, 0, 120059, 120409, 0, 121109, 121459, 0, 122159
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
